name,capital,risk_profile,rank_mode,max_assets,rebalance_freq,target_vol,daily_var_limit,risk_gate_passes,small_account_minimum_gate_passes,small_account_executable_gate_passes,sharpe_ratio,annual_return,annual_volatility,max_drawdown,win_rate,total_return,final_nav,avg_holdings,avg_risky_exposure,avg_cash_weight,avg_target_budget,max_target_budget,zero_budget_rebalances,total_fees,fees_pct_initial_capital,orders,avg_oos_sharpe,min_oos_sharpe
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.08_var0.008,200000.0,balanced_var,momentum,1,20,0.08,0.008,True,False,True,0.3225,0.0387,0.0425,-0.0688,0.4878,0.5971,319418.03,0.93,0.2122,0.7878,0.2121,0.5,10,3361.47,0.0168,190,0.1549,-0.7989
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.08_var0.008,100000.0,balanced_var,momentum,1,20,0.08,0.008,True,False,True,0.3197,0.0385,0.0423,-0.0688,0.4878,0.5936,159358.64,0.93,0.2115,0.7885,0.2121,0.5,10,1938.66,0.0194,187,0.149,-0.8074
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.08_var0.008,50000.0,balanced_var,momentum,1,20,0.08,0.008,True,False,True,0.3094,0.038,0.0421,-0.069,0.4875,0.5841,79203.36,0.93,0.2105,0.7895,0.2121,0.5,10,1334.74,0.0267,182,0.1362,-0.8163
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.08_var0.012,200000.0,balanced_var,momentum,1,20,0.08,0.012,True,False,True,0.3055,0.0382,0.0431,-0.0775,0.4942,0.5863,317262.41,0.94,0.217,0.783,0.2169,0.5,8,3406.19,0.017,193,0.1945,-0.8273
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.08_var0.016,200000.0,balanced_var,momentum,1,20,0.08,0.016,True,False,True,0.3055,0.0382,0.0431,-0.0775,0.4942,0.5863,317262.41,0.94,0.217,0.783,0.2169,0.5,8,3406.19,0.017,193,0.1945,-0.8273
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.08_var0.012,100000.0,balanced_var,momentum,1,20,0.08,0.012,True,False,True,0.3028,0.038,0.0429,-0.0763,0.4942,0.583,158300.7,0.94,0.2163,0.7837,0.2169,0.5,8,1969.7,0.0197,191,0.1928,-0.8243
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.08_var0.016,100000.0,balanced_var,momentum,1,20,0.08,0.016,True,False,True,0.3028,0.038,0.0429,-0.0763,0.4942,0.583,158300.7,0.94,0.2163,0.7837,0.2169,0.5,8,1969.7,0.0197,191,0.1928,-0.8243
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.08_var0.012,50000.0,balanced_var,momentum,1,20,0.08,0.012,True,False,True,0.2868,0.0372,0.0427,-0.0756,0.4939,0.5685,78425.14,0.94,0.2151,0.7849,0.2169,0.5,8,1341.46,0.0268,183,0.1714,-0.8394
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.08_var0.016,50000.0,balanced_var,momentum,1,20,0.08,0.016,True,False,True,0.2868,0.0372,0.0427,-0.0756,0.4939,0.5685,78425.14,0.94,0.2151,0.7849,0.2169,0.5,8,1341.46,0.0268,183,0.1714,-0.8394
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.08_var0.012,200000.0,balanced_var,risk_adjusted,1,20,0.08,0.012,True,False,True,0.286,0.0367,0.0407,-0.0601,0.3776,0.5586,311715.78,0.71,0.1699,0.8301,0.1694,0.5,46,2627.02,0.0131,145,0.1579,-1.1196
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.08_var0.016,200000.0,balanced_var,risk_adjusted,1,20,0.08,0.016,True,False,True,0.286,0.0367,0.0407,-0.0601,0.3776,0.5586,311715.78,0.71,0.1699,0.8301,0.1694,0.5,46,2627.02,0.0131,145,0.1579,-1.1196
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.08_var0.012,100000.0,balanced_var,risk_adjusted,1,20,0.08,0.012,True,False,True,0.2818,0.0365,0.0406,-0.0601,0.3776,0.5548,155481.05,0.71,0.1694,0.8306,0.1694,0.5,46,1508.35,0.0151,143,0.1546,-1.1254
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.08_var0.016,100000.0,balanced_var,risk_adjusted,1,20,0.08,0.016,True,False,True,0.2818,0.0365,0.0406,-0.0601,0.3776,0.5548,155481.05,0.71,0.1694,0.8306,0.1694,0.5,46,1508.35,0.0151,143,0.1546,-1.1254
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.08_var0.008,200000.0,balanced_var,risk_adjusted,1,20,0.08,0.008,True,False,True,0.2735,0.0361,0.0404,-0.0564,0.3776,0.5474,309482.59,0.71,0.1679,0.8321,0.1675,0.5,46,2592.21,0.013,145,0.1336,-1.1105
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.08_var0.008,100000.0,balanced_var,risk_adjusted,1,20,0.08,0.008,True,False,True,0.2699,0.0359,0.0403,-0.0563,0.3776,0.5439,154393.86,0.71,0.1674,0.8326,0.1675,0.5,46,1495.14,0.015,143,0.1299,-1.1197
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.08_var0.012,50000.0,balanced_var,risk_adjusted,1,20,0.08,0.012,True,False,True,0.2628,0.0356,0.0402,-0.0599,0.3776,0.5384,76917.96,0.71,0.1683,0.8317,0.1694,0.5,46,1016.94,0.0203,137,0.1362,-1.1504
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.08_var0.016,50000.0,balanced_var,risk_adjusted,1,20,0.08,0.016,True,False,True,0.2628,0.0356,0.0402,-0.0599,0.3776,0.5384,76917.96,0.71,0.1683,0.8317,0.1694,0.5,46,1016.94,0.0203,137,0.1362,-1.1504
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.08_var0.008,50000.0,balanced_var,risk_adjusted,1,20,0.08,0.008,True,False,True,0.2576,0.0353,0.04,-0.0564,0.3776,0.5332,76660.69,0.71,0.1664,0.8336,0.1675,0.5,46,1007.61,0.0202,136,0.1227,-1.1332
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_40d_vol0.08_var0.012,200000.0,balanced_var,risk_adjusted,1,40,0.08,0.012,True,False,True,0.2485,0.0355,0.0424,-0.0653,0.3642,0.536,307200.49,0.68,0.1664,0.8336,0.1661,0.5,24,1904.41,0.0095,81,-0.093,-0.9486
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_40d_vol0.08_var0.016,200000.0,balanced_var,risk_adjusted,1,40,0.08,0.016,True,False,True,0.2485,0.0355,0.0424,-0.0653,0.3642,0.536,307200.49,0.68,0.1664,0.8336,0.1661,0.5,24,1904.41,0.0095,81,-0.093,-0.9486
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_40d_vol0.08_var0.008,200000.0,balanced_var,risk_adjusted,1,40,0.08,0.008,True,False,True,0.2482,0.0355,0.0422,-0.0653,0.3642,0.5349,306973.11,0.68,0.1646,0.8354,0.1644,0.5,24,1876.69,0.0094,80,-0.0997,-0.9825
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_40d_vol0.08_var0.008,100000.0,balanced_var,risk_adjusted,1,40,0.08,0.008,True,False,True,0.247,0.0354,0.0421,-0.0653,0.3642,0.5334,153336.0,0.68,0.1642,0.8358,0.1644,0.5,24,1017.0,0.0102,80,-0.0998,-0.9886
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_40d_vol0.08_var0.012,100000.0,balanced_var,risk_adjusted,1,40,0.08,0.012,True,False,True,0.2468,0.0354,0.0423,-0.0654,0.3642,0.5342,153420.91,0.68,0.1661,0.8339,0.1661,0.5,24,1026.79,0.0103,80,-0.0925,-0.9478
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_40d_vol0.08_var0.016,100000.0,balanced_var,risk_adjusted,1,40,0.08,0.016,True,False,True,0.2468,0.0354,0.0423,-0.0654,0.3642,0.5342,153420.91,0.68,0.1661,0.8339,0.1661,0.5,24,1026.79,0.0103,80,-0.0925,-0.9478
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_40d_vol0.08_var0.008,50000.0,balanced_var,risk_adjusted,1,40,0.08,0.008,True,False,True,0.2417,0.0351,0.0419,-0.0638,0.3642,0.5284,76420.67,0.68,0.1635,0.8365,0.1644,0.5,24,651.83,0.013,78,-0.1079,-0.9955
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_40d_vol0.08_var0.012,50000.0,balanced_var,risk_adjusted,1,40,0.08,0.012,True,False,True,0.2409,0.0351,0.0421,-0.0639,0.3642,0.5287,76434.23,0.68,0.1653,0.8347,0.1661,0.5,24,655.17,0.0131,78,-0.1046,-0.9677
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_40d_vol0.08_var0.016,50000.0,balanced_var,risk_adjusted,1,40,0.08,0.016,True,False,True,0.2409,0.0351,0.0421,-0.0639,0.3642,0.5287,76434.23,0.68,0.1653,0.8347,0.1661,0.5,24,655.17,0.0131,78,-0.1046,-0.9677
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.08_var0.012,200000.0,balanced_var,momentum,1,40,0.08,0.012,True,False,True,0.2152,0.0344,0.0438,-0.0739,0.4814,0.5139,302780.64,0.91,0.2086,0.7914,0.2074,0.5,6,2123.96,0.0106,104,0.1269,-0.7353
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.08_var0.016,200000.0,balanced_var,momentum,1,40,0.08,0.016,True,False,True,0.2152,0.0344,0.0438,-0.0739,0.4814,0.5139,302780.64,0.91,0.2086,0.7914,0.2074,0.5,6,2123.96,0.0106,104,0.1269,-0.7353
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.08_var0.008,200000.0,balanced_var,momentum,1,40,0.08,0.008,True,False,True,0.2128,0.0342,0.0432,-0.0702,0.4747,0.5099,301986.13,0.9,0.2038,0.7962,0.2025,0.5,7,2090.27,0.0105,104,0.083,-0.8306
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.08_var0.012,100000.0,balanced_var,momentum,1,40,0.08,0.012,True,False,True,0.2126,0.0343,0.0437,-0.0734,0.4814,0.5114,151142.04,0.91,0.2082,0.7918,0.2074,0.5,6,1170.26,0.0117,102,0.1258,-0.741
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.08_var0.016,100000.0,balanced_var,momentum,1,40,0.08,0.016,True,False,True,0.2126,0.0343,0.0437,-0.0734,0.4814,0.5114,151142.04,0.91,0.2082,0.7918,0.2074,0.5,6,1170.26,0.0117,102,0.1258,-0.741
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.08_var0.008,100000.0,balanced_var,momentum,1,40,0.08,0.008,True,False,True,0.2081,0.034,0.0431,-0.0701,0.4747,0.5057,150569.17,0.9,0.2031,0.7969,0.2025,0.5,7,1156.93,0.0116,102,0.0773,-0.8354
v35_risk_budget_balanced_var_momentum_50000_1asset_40d_vol0.08_var0.012,50000.0,balanced_var,momentum,1,40,0.08,0.012,True,False,True,0.202,0.0338,0.0436,-0.0735,0.4814,0.5023,75112.81,0.91,0.2071,0.7929,0.2074,0.5,6,765.69,0.0153,97,0.1159,-0.754
v35_risk_budget_balanced_var_momentum_50000_1asset_40d_vol0.08_var0.016,50000.0,balanced_var,momentum,1,40,0.08,0.016,True,False,True,0.202,0.0338,0.0436,-0.0735,0.4814,0.5023,75112.81,0.91,0.2071,0.7929,0.2074,0.5,6,765.69,0.0153,97,0.1159,-0.754
v35_risk_budget_balanced_var_momentum_50000_1asset_40d_vol0.08_var0.008,50000.0,balanced_var,momentum,1,40,0.08,0.008,True,False,True,0.2,0.0336,0.0429,-0.0697,0.4747,0.4988,74938.48,0.9,0.2021,0.7979,0.2025,0.5,7,755.32,0.0151,96,0.0714,-0.8447
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_20d_vol0.08_var0.012,200000.0,balanced_var,risk_adjusted,2,20,0.08,0.012,True,False,True,0.1644,0.0314,0.039,-0.0796,0.3828,0.462,292395.63,1.08,0.1722,0.8278,0.1712,0.5,46,3094.87,0.0155,228,0.0405,-1.3244
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_20d_vol0.08_var0.016,200000.0,balanced_var,risk_adjusted,2,20,0.08,0.016,True,False,True,0.1644,0.0314,0.039,-0.0796,0.3828,0.462,292395.63,1.08,0.1722,0.8278,0.1712,0.5,46,3094.87,0.0155,228,0.0405,-1.3244
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_40d_vol0.08_var0.012,200000.0,balanced_var,risk_adjusted,2,40,0.08,0.012,True,False,True,0.1601,0.0313,0.0396,-0.0649,0.3738,0.4601,292010.94,1.06,0.1669,0.8331,0.1651,0.5,24,2008.96,0.01,123,-0.1926,-1.085
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_40d_vol0.08_var0.016,200000.0,balanced_var,risk_adjusted,2,40,0.08,0.016,True,False,True,0.1601,0.0313,0.0396,-0.0649,0.3738,0.4601,292010.94,1.06,0.1669,0.8331,0.1651,0.5,24,2008.96,0.01,123,-0.1926,-1.085
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_20d_vol0.08_var0.012,100000.0,balanced_var,risk_adjusted,2,20,0.08,0.012,True,False,True,0.1601,0.0312,0.0388,-0.0794,0.3828,0.4583,145832.86,1.08,0.1713,0.8287,0.1712,0.5,46,1965.94,0.0197,225,0.0332,-1.3329
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_20d_vol0.08_var0.016,100000.0,balanced_var,risk_adjusted,2,20,0.08,0.016,True,False,True,0.1601,0.0312,0.0388,-0.0794,0.3828,0.4583,145832.86,1.08,0.1713,0.8287,0.1712,0.5,46,1965.94,0.0197,225,0.0332,-1.3329
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_40d_vol0.08_var0.008,200000.0,balanced_var,risk_adjusted,2,40,0.08,0.008,True,False,True,0.1578,0.0312,0.0393,-0.0649,0.3738,0.4578,291555.23,1.06,0.1649,0.8351,0.1632,0.5,24,1988.27,0.0099,123,-0.213,-1.191
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_20d_vol0.08_var0.008,200000.0,balanced_var,risk_adjusted,2,20,0.08,0.008,True,False,True,0.1574,0.0311,0.0387,-0.0766,0.3828,0.4563,291268.33,1.08,0.1702,0.8298,0.1692,0.5,46,3055.47,0.0153,228,0.002,-1.3641
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_40d_vol0.08_var0.012,100000.0,balanced_var,risk_adjusted,2,40,0.08,0.012,True,False,True,0.1557,0.0311,0.0393,-0.065,0.3741,0.4565,145646.69,1.06,0.1661,0.8339,0.1651,0.5,24,1204.01,0.012,121,-0.1963,-1.1025
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_40d_vol0.08_var0.016,100000.0,balanced_var,risk_adjusted,2,40,0.08,0.016,True,False,True,0.1557,0.0311,0.0393,-0.065,0.3741,0.4565,145646.69,1.06,0.1661,0.8339,0.1651,0.5,24,1204.01,0.012,121,-0.1963,-1.1025
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_20d_vol0.08_var0.008,100000.0,balanced_var,risk_adjusted,2,20,0.08,0.008,True,False,True,0.1545,0.0309,0.0385,-0.0761,0.3828,0.4537,145374.41,1.08,0.1694,0.8306,0.1692,0.5,46,1956.89,0.0196,226,-0.0028,-1.3714
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_40d_vol0.08_var0.008,100000.0,balanced_var,risk_adjusted,2,40,0.08,0.008,True,False,True,0.153,0.031,0.039,-0.065,0.3741,0.4539,145393.48,1.06,0.1641,0.8359,0.1632,0.5,24,1194.62,0.0119,121,-0.2176,-1.2013
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.06_var0.008,200000.0,balanced_var,momentum,1,20,0.06,0.008,True,False,True,0.1383,0.0295,0.0324,-0.055,0.4878,0.4315,286297.77,0.93,0.1648,0.8352,0.1648,0.4862,10,2581.03,0.0129,187,-0.0132,-1.0448
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.06_var0.012,200000.0,balanced_var,momentum,1,20,0.06,0.012,True,False,True,0.1383,0.0295,0.0324,-0.055,0.4878,0.4315,286297.77,0.93,0.1648,0.8352,0.1648,0.4862,10,2581.03,0.0129,187,-0.0132,-1.0448
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.06_var0.016,200000.0,balanced_var,momentum,1,20,0.06,0.016,True,False,True,0.1383,0.0295,0.0324,-0.055,0.4878,0.4315,286297.77,0.93,0.1648,0.8352,0.1648,0.4862,10,2581.03,0.0129,187,-0.0132,-1.0448
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_40d_vol0.08_var0.012,50000.0,balanced_var,risk_adjusted,2,40,0.08,0.012,True,False,True,0.1379,0.0304,0.039,-0.0638,0.3728,0.4433,72162.78,1.06,0.1648,0.8352,0.1651,0.5,24,848.32,0.017,117,-0.2185,-1.1214
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_40d_vol0.08_var0.016,50000.0,balanced_var,risk_adjusted,2,40,0.08,0.016,True,False,True,0.1379,0.0304,0.039,-0.0638,0.3728,0.4433,72162.78,1.06,0.1648,0.8352,0.1651,0.5,24,848.32,0.017,117,-0.2185,-1.1214
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_40d_vol0.08_var0.008,50000.0,balanced_var,risk_adjusted,2,40,0.08,0.008,True,False,True,0.1358,0.0302,0.0387,-0.0637,0.3728,0.4412,72060.16,1.06,0.1625,0.8375,0.1632,0.5,24,844.94,0.0169,117,-0.2407,-1.2397
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_20d_vol0.08_var0.012,50000.0,balanced_var,risk_adjusted,2,20,0.08,0.012,True,False,True,0.1337,0.0301,0.0383,-0.0806,0.3821,0.4391,71952.92,1.08,0.1698,0.8302,0.1712,0.5,46,1424.38,0.0285,211,0.0183,-1.3634
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_20d_vol0.08_var0.016,50000.0,balanced_var,risk_adjusted,2,20,0.08,0.016,True,False,True,0.1337,0.0301,0.0383,-0.0806,0.3821,0.4391,71952.92,1.08,0.1698,0.8302,0.1712,0.5,46,1424.38,0.0285,211,0.0183,-1.3634
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.06_var0.008,100000.0,balanced_var,momentum,1,20,0.06,0.008,True,False,True,0.1304,0.0292,0.0322,-0.0549,0.4878,0.4266,142660.64,0.93,0.1642,0.8358,0.1648,0.4862,10,1579.36,0.0158,180,-0.0217,-1.0528
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.06_var0.012,100000.0,balanced_var,momentum,1,20,0.06,0.012,True,False,True,0.1304,0.0292,0.0322,-0.0549,0.4878,0.4266,142660.64,0.93,0.1642,0.8358,0.1648,0.4862,10,1579.36,0.0158,180,-0.0217,-1.0528
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.06_var0.016,100000.0,balanced_var,momentum,1,20,0.06,0.016,True,False,True,0.1304,0.0292,0.0322,-0.0549,0.4878,0.4266,142660.64,0.93,0.1642,0.8358,0.1648,0.4862,10,1579.36,0.0158,180,-0.0217,-1.0528
v35_risk_budget_conservative_var_momentum_200000_1asset_20d_vol0.08_var0.008,200000.0,conservative_var,momentum,1,20,0.08,0.008,True,False,True,0.1237,0.0286,0.0292,-0.043,0.459,0.4179,283574.24,0.87,0.1352,0.8648,0.1347,0.35,21,2188.76,0.0109,174,-0.101,-1.0304
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_20d_vol0.08_var0.008,50000.0,balanced_var,risk_adjusted,2,20,0.08,0.008,True,False,True,0.1206,0.0296,0.0379,-0.0776,0.3821,0.4296,71481.7,1.08,0.1675,0.8325,0.1692,0.5,46,1427.9,0.0286,213,-0.0322,-1.422
v35_risk_budget_conservative_var_momentum_100000_1asset_20d_vol0.08_var0.008,100000.0,conservative_var,momentum,1,20,0.08,0.008,True,False,True,0.1131,0.0283,0.0291,-0.0429,0.459,0.4122,141224.7,0.87,0.1346,0.8654,0.1347,0.35,21,1378.9,0.0138,167,-0.1048,-1.0388
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.06_var0.008,50000.0,balanced_var,momentum,1,20,0.06,0.008,True,False,True,0.1112,0.0286,0.0319,-0.0549,0.4872,0.4154,70768.87,0.93,0.1629,0.8371,0.1648,0.4862,10,1158.93,0.0232,172,-0.0403,-1.075
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.06_var0.012,50000.0,balanced_var,momentum,1,20,0.06,0.012,True,False,True,0.1112,0.0286,0.0319,-0.0549,0.4872,0.4154,70768.87,0.93,0.1629,0.8371,0.1648,0.4862,10,1158.93,0.0232,172,-0.0403,-1.075
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.06_var0.016,50000.0,balanced_var,momentum,1,20,0.06,0.016,True,False,True,0.1112,0.0286,0.0319,-0.0549,0.4872,0.4154,70768.87,0.93,0.1629,0.8371,0.1648,0.4862,10,1158.93,0.0232,172,-0.0403,-1.075
v35_risk_budget_conservative_var_momentum_200000_1asset_20d_vol0.08_var0.012,200000.0,conservative_var,momentum,1,20,0.08,0.012,True,False,True,0.1018,0.028,0.0297,-0.0447,0.4619,0.4073,281456.93,0.87,0.1379,0.8621,0.1373,0.35,20,2236.87,0.0112,177,-0.0587,-1.011
v35_risk_budget_conservative_var_momentum_200000_1asset_20d_vol0.08_var0.016,200000.0,conservative_var,momentum,1,20,0.08,0.016,True,False,True,0.1018,0.028,0.0297,-0.0447,0.4619,0.4073,281456.93,0.87,0.1379,0.8621,0.1373,0.35,20,2236.87,0.0112,177,-0.0587,-1.011
v35_risk_budget_conservative_var_momentum_100000_1asset_20d_vol0.08_var0.012,100000.0,conservative_var,momentum,1,20,0.08,0.012,True,False,True,0.0916,0.0277,0.0294,-0.0446,0.4619,0.4018,140179.25,0.87,0.1373,0.8627,0.1373,0.35,20,1401.95,0.014,169,-0.0638,-1.0258
v35_risk_budget_conservative_var_momentum_100000_1asset_20d_vol0.08_var0.016,100000.0,conservative_var,momentum,1,20,0.08,0.016,True,False,True,0.0916,0.0277,0.0294,-0.0446,0.4619,0.4018,140179.25,0.87,0.1373,0.8627,0.1373,0.35,20,1401.95,0.014,169,-0.0638,-1.0258
v35_risk_budget_conservative_var_momentum_50000_1asset_20d_vol0.08_var0.008,50000.0,conservative_var,momentum,1,20,0.08,0.008,True,False,True,0.0914,0.0276,0.0287,-0.0428,0.458,0.4009,70043.1,0.87,0.1333,0.8667,0.1347,0.35,21,1065.2,0.0213,164,-0.1255,-1.0747
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.06_var0.008,200000.0,balanced_var,risk_adjusted,1,20,0.06,0.008,True,False,True,0.0883,0.0277,0.0307,-0.0452,0.3776,0.4014,280276.64,0.71,0.1302,0.8698,0.1299,0.4862,46,1995.96,0.01,143,-0.0552,-1.3864
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.06_var0.012,200000.0,balanced_var,risk_adjusted,1,20,0.06,0.012,True,False,True,0.0883,0.0277,0.0307,-0.0452,0.3776,0.4014,280276.64,0.71,0.1302,0.8698,0.1299,0.4862,46,1995.96,0.01,143,-0.0552,-1.3864
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.06_var0.016,200000.0,balanced_var,risk_adjusted,1,20,0.06,0.016,True,False,True,0.0883,0.0277,0.0307,-0.0452,0.3776,0.4014,280276.64,0.71,0.1302,0.8698,0.1299,0.4862,46,1995.96,0.01,143,-0.0552,-1.3864
v35_risk_budget_balanced_var_momentum_50000_2asset_40d_vol0.08_var0.012,50000.0,balanced_var,momentum,2,40,0.08,0.012,True,False,True,0.08,0.0283,0.0409,-0.0873,0.4821,0.4048,70238.28,1.56,0.2231,0.7769,0.2247,0.5,6,1114.32,0.0223,162,-0.3502,-1.1824
v35_risk_budget_balanced_var_momentum_50000_2asset_40d_vol0.08_var0.016,50000.0,balanced_var,momentum,2,40,0.08,0.016,True,False,True,0.08,0.0283,0.0409,-0.0873,0.4821,0.4048,70238.28,1.56,0.2231,0.7769,0.2247,0.5,6,1114.32,0.0223,162,-0.3502,-1.1824
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.06_var0.008,100000.0,balanced_var,risk_adjusted,1,20,0.06,0.008,True,False,True,0.0789,0.0274,0.0306,-0.0451,0.3776,0.3963,139627.19,0.71,0.1297,0.8703,0.1299,0.4862,46,1236.61,0.0124,142,-0.068,-1.4064
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.06_var0.012,100000.0,balanced_var,risk_adjusted,1,20,0.06,0.012,True,False,True,0.0789,0.0274,0.0306,-0.0451,0.3776,0.3963,139627.19,0.71,0.1297,0.8703,0.1299,0.4862,46,1236.61,0.0124,142,-0.068,-1.4064
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.06_var0.016,100000.0,balanced_var,risk_adjusted,1,20,0.06,0.016,True,False,True,0.0789,0.0274,0.0306,-0.0451,0.3776,0.3963,139627.19,0.71,0.1297,0.8703,0.1299,0.4862,46,1236.61,0.0124,142,-0.068,-1.4064
v35_risk_budget_conservative_var_momentum_50000_1asset_20d_vol0.08_var0.012,50000.0,conservative_var,momentum,1,20,0.08,0.012,True,False,True,0.069,0.027,0.029,-0.0442,0.4612,0.39,69499.75,0.87,0.1357,0.8643,0.1373,0.35,20,1054.45,0.0211,161,-0.0906,-1.0664
v35_risk_budget_conservative_var_momentum_50000_1asset_20d_vol0.08_var0.016,50000.0,conservative_var,momentum,1,20,0.08,0.016,True,False,True,0.069,0.027,0.029,-0.0442,0.4612,0.39,69499.75,0.87,0.1357,0.8643,0.1373,0.35,20,1054.45,0.0211,161,-0.0906,-1.0664
v35_risk_budget_balanced_var_momentum_200000_2asset_20d_vol0.08_var0.008,200000.0,balanced_var,momentum,2,20,0.08,0.008,True,False,True,0.0682,0.0276,0.0386,-0.1013,0.4853,0.3953,279059.34,1.62,0.2082,0.7918,0.2081,0.5,10,3682.76,0.0184,320,-0.6152,-2.4724
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.06_var0.008,50000.0,balanced_var,risk_adjusted,1,20,0.06,0.008,True,False,True,0.0575,0.0267,0.0304,-0.0453,0.3773,0.3849,69244.22,0.71,0.1287,0.8713,0.1299,0.4862,46,902.58,0.0181,134,-0.0826,-1.4261
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.06_var0.012,50000.0,balanced_var,risk_adjusted,1,20,0.06,0.012,True,False,True,0.0575,0.0267,0.0304,-0.0453,0.3773,0.3849,69244.22,0.71,0.1287,0.8713,0.1299,0.4862,46,902.58,0.0181,134,-0.0826,-1.4261
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.06_var0.016,50000.0,balanced_var,risk_adjusted,1,20,0.06,0.016,True,False,True,0.0575,0.0267,0.0304,-0.0453,0.3773,0.3849,69244.22,0.71,0.1287,0.8713,0.1299,0.4862,46,902.58,0.0181,134,-0.0826,-1.4261
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_40d_vol0.06_var0.008,200000.0,balanced_var,risk_adjusted,1,40,0.06,0.008,True,False,True,0.0571,0.0268,0.0321,-0.049,0.3642,0.3855,277093.08,0.68,0.1282,0.8718,0.1279,0.4862,24,1411.02,0.0071,81,-0.3218,-1.2779
